species_sci,wcvp_matched_name,wcvp_status,accepted_name,accepted_authors,accepted_family,accepted_genus,accepted_rank,powo_id,powo_match_type
Halimocnemis villosa Kar. & Kir.,Halimocnemis villosa Kar. & Kir.,Accepted,Halimocnemis villosa,Kar. & Kir.,Amaranthaceae,Halimocnemis,Species,165719-1,name_multi_author_ok
Halimodendron halodendron (Pall.) Voss,Halimodendron halodendron (Pall.) Voss,Synonym,Caragana halodendron,(Pall.) Dum.Cours.,Fabaceae,Caragana,Species,77090105-1,exact_full
Halocharis hispida (Schrenk) Bunge,Halocharis hispida (Schrenk) Bunge,Accepted,Halocharis hispida,(Schrenk) Bunge,Amaranthaceae,Halocharis,Species,165737-1,exact_full
Halocnemum strobilaceum (Pall.) M. Bieb.,Halocnemum strobilaceum (Pall.) M.Bieb.,Accepted,Halocnemum strobilaceum,(Pall.) M.Bieb.,Amaranthaceae,Halocnemum,Species,165766-1,exact_full
Halogeton glomeratus (M. Bieb.) Ledeb.,Halogeton glomeratus (M.Bieb.) Ledeb.,Accepted,Halogeton glomeratus,(M.Bieb.) Ledeb.,Amaranthaceae,Halogeton,Species,60448682-2,exact_full
Halopeplis pygmaea (Pall.) Bunge ex Ung.-Sternb.,Halopeplis pygmaea (Pall.) Bunge ex Ung.-Sternb.,Accepted,Halopeplis pygmaea,(Pall.) Bunge ex Ung.-Sternb.,Amaranthaceae,Halopeplis,Species,165798-1,exact_full
Halostachys belangeriana (Moq.) Botsch.,Halostachys belangeriana (Moq.) Botsch.,Synonym,Halostachys caspica,(M.Bieb.) C.A.Mey.,Amaranthaceae,Halostachys,Species,165827-1,exact_full
Halothamnus auriculus (Moq.) Botsch.,Halothamnus auriculus (Moq.) Botsch.,Accepted,Halothamnus auriculus,(Moq.) Botsch.,Amaranthaceae,Halothamnus,Species,908826-1,exact_full
Halothamnus babatagi Botsch.,Halothamnus babatagi Botsch.,Synonym,Halothamnus oxianus,Botsch.,Amaranthaceae,Halothamnus,Species,897892-1,exact_full
Halothamnus ferganensis Botsch.,Halothamnus ferganensis Botsch.,Accepted,Halothamnus ferganensis,Botsch.,Amaranthaceae,Halothamnus,Species,897888-1,exact_full
Halothamnus glaucus (M. Bieb.) Botsch.,Halothamnus glaucus (M.Bieb.) Botsch.,Accepted,Halothamnus glaucus,(M.Bieb.) Botsch.,Amaranthaceae,Halothamnus,Species,908828-1,exact_full
Halothamnus hispidulus (Bunge) Botsch.,Halothamnus hispidulus (Bunge) Botsch.,Synonym,Halothamnus glaucus subsp. hispidulus,(Bunge) Kothe-Heinr.,Amaranthaceae,Halothamnus,Subspecies,976108-1,exact_full
Halothamnus iliensis (Lipsky) Botsch.,Halothamnus iliensis (Lipsky) Botsch.,Accepted,Halothamnus iliensis,(Lipsky) Botsch.,Amaranthaceae,Halothamnus,Species,908831-1,exact_full
Halothamnus oxianus Botsch.,Halothamnus oxianus Botsch.,Accepted,Halothamnus oxianus,Botsch.,Amaranthaceae,Halothamnus,Species,897892-1,exact_full
Halothamnus psammophilus Botsch.,Halothamnus psammophilus Botsch.,Synonym,Halothamnus subaphyllus subsp. psammophilus,(Botsch.) Kothe-Heinr.,Amaranthaceae,Halothamnus,Subspecies,976112-1,exact_full
Halothamnus schurobi Botsch.,Halothamnus schurobi Botsch.,Accepted,Halothamnus schurobi,Botsch.,Amaranthaceae,Halothamnus,Species,897894-1,exact_full
Halothamnus subaphyllus (C.A.Mey.) Botsch.,Halothamnus subaphyllus (C.A.Mey.) Botsch.,Accepted,Halothamnus subaphyllus,(C.A.Mey.) Botsch.,Amaranthaceae,Halothamnus,Species,908834-1,exact_full
Halothamnus tianschanicus Botsch.,Halothamnus tianschanicus Botsch.,Synonym,Halothamnus glaucus subsp. tianschanicus,(Botsch.) Kothe-Heinr.,Amaranthaceae,Halothamnus,Subspecies,976109-1,exact_full
Haloxylon ammodendron (C.A. Mey.) Bunge ex Fenzl,Haloxylon ammodendron (C.A.Mey.) Bunge ex Fenzl,Accepted,Haloxylon ammodendron,(C.A.Mey.) Bunge ex Fenzl,Amaranthaceae,Haloxylon,Species,941607-1,exact_full
Haloxylon aphyllum (Minkw.) Iljin,Haloxylon aphyllum (Minkw.) Iljin,Synonym,Haloxylon ammodendron,(C.A.Mey.) Bunge ex Fenzl,Amaranthaceae,Haloxylon,Species,941607-1,exact_full
Haloxylon persicum Bunge,Haloxylon persicum Bunge,Accepted,Haloxylon persicum,Bunge,Amaranthaceae,Haloxylon,Species,165849-1,exact_full
Hammada eriantha Botsch.,Hammada eriantha Botsch.,Accepted,Hammada eriantha,Botsch.,Amaranthaceae,Hammada,Species,165866-1,exact_full
Hammada leptoclada (Popov) Iljin,Hammada leptoclada (Popov ex Iljin) Iljin,Synonym,Haloxylon griffithii subsp. griffithii,"",Amaranthaceae,Haloxylon,Subspecies,77231555-1,exact_name_unique
Handelia trichophylla (Schrenk) Heimerl,Handelia trichophylla (Schrenk) Heimerl,Accepted,Handelia trichophylla,(Schrenk) Heimerl,Asteraceae,Handelia,Species,211399-1,exact_full
Haplophyllum acutifolium (DC.) G. Don,Haplophyllum acutifolium (DC.) G.Don,Accepted,Haplophyllum acutifolium,(DC.) G.Don,Rutaceae,Haplophyllum,Species,771245-1,exact_full
Haplophyllum alberti-regelii Korovin,Haplophyllum alberti-regelii Korovin,Accepted,Haplophyllum alberti-regelii,Korovin,Rutaceae,Haplophyllum,Species,771247-1,exact_full
Haplophyllum bucharicum Litv.,Haplophyllum bucharicum Litv.,Accepted,Haplophyllum bucharicum,Litv.,Rutaceae,Haplophyllum,Species,773859-1,exact_full
Haplophyllum bungei Trautv.,Haplophyllum bungei Trautv.,Accepted,Haplophyllum bungei,Trautv.,Rutaceae,Haplophyllum,Species,771260-1,exact_full
Haplophyllum dubium Korovin,Haplophyllum dubium Korovin,Accepted,Haplophyllum dubium,Korovin,Rutaceae,Haplophyllum,Species,771280-1,exact_full
Haplophyllum ferganicum Vved.,Haplophyllum ferganicum Vved.,Accepted,Haplophyllum ferganicum,Vved.,Rutaceae,Haplophyllum,Species,773865-1,exact_full
Haplophyllum griffithianum Boiss.,Haplophyllum griffithianum Boiss.,Accepted,Haplophyllum griffithianum,Boiss.,Rutaceae,Haplophyllum,Species,771290-1,exact_full
Haplophyllum latifolium Kar. & Kir.,Haplophyllum latifolium Kar. & Kir.,Accepted,Haplophyllum latifolium,Kar. & Kir.,Rutaceae,Haplophyllum,Species,771298-1,name_multi_author_ok
Haplophyllum obtusifolium Ledeb.,Haplophyllum obtusifolium (Ledeb. ex Eichw.) Ledeb.,Accepted,Haplophyllum obtusifolium,(Ledeb. ex Eichw.) Ledeb.,Rutaceae,Haplophyllum,Species,771307-1,exact_name_unique
Haplophyllum pedicellatum Bunge,Haplophyllum pedicellatum Bunge ex Boiss.,Accepted,Haplophyllum pedicellatum,Bunge ex Boiss.,Rutaceae,Haplophyllum,Species,771309-1,exact_name_unique
Haplophyllum popovii Korovin,,,,,,,,,manual_override
Haplophyllum ramosissimum (Paulsen) Vved.,Haplophyllum ramosissimum (Paulsen) Vved.,Accepted,Haplophyllum ramosissimum,(Paulsen) Vved.,Rutaceae,Haplophyllum,Species,773889-1,exact_full
Haplophyllum robustum Bunge,Haplophyllum robustum Bunge,Accepted,Haplophyllum robustum,Bunge,Rutaceae,Haplophyllum,Species,771321-1,exact_full
Haplophyllum versicolor Fisch. & C.A. Mey.,Haplophyllum versicolor Fisch. & C.A.Mey.,Accepted,Haplophyllum versicolor,Fisch. & C.A.Mey.,Rutaceae,Haplophyllum,Species,771340-1,exact_full
Haplophyllum vvedenskyi Nevski,Haplophyllum vvedenskyi Nevski,Accepted,Haplophyllum vvedenskyi,Nevski,Rutaceae,Haplophyllum,Species,773899-1,exact_full
Hedysarum alaicum B. Fedtsch.,Hedysarum alaicum B.Fedtsch.,Accepted,Hedysarum alaicum,B.Fedtsch.,Fabaceae,Hedysarum,Species,497445-1,exact_full
Hedysarum amankutanicum B. Fedtsch.,Hedysarum amankutanicum B.Fedtsch.,Accepted,Hedysarum amankutanicum,B.Fedtsch.,Fabaceae,Hedysarum,Species,497459-1,exact_full
Hedysarum angrenicum Korotkova,Hedysarum angrenicum Korotkova,Accepted,Hedysarum angrenicum,Korotkova,Fabaceae,Hedysarum,Species,497464-1,exact_full
Hedysarum baldshuanicum B. Fedtsch.,Hedysarum baldshuanicum B.Fedtsch.,Accepted,Hedysarum baldshuanicum,B.Fedtsch.,Fabaceae,Hedysarum,Species,497506-1,exact_full
Hedysarum bucharicum B. Fedtsch.,Hedysarum bucharicum B.Fedtsch.,Accepted,Hedysarum bucharicum,B.Fedtsch.,Fabaceae,Hedysarum,Species,497541-1,exact_full
Hedysarum cephalotes Franch.,Hedysarum cephalotes Franch.,Illegitimate,Hedysarum minjanense,Rech.f.,Fabaceae,Hedysarum,Species,497897-1,name_multi_author_ok
Hedysarum chaitocarpum Regel & Schmalh.,Hedysarum chaitocarpum Regel & Schmalh.,Accepted,Hedysarum chaitocarpum,Regel & Schmalh.,Fabaceae,Hedysarum,Species,497586-1,exact_full
Hedysarum denticulatum Regel,Hedysarum denticulatum Regel,Accepted,Hedysarum denticulatum,Regel,Fabaceae,Hedysarum,Species,497649-1,exact_full
Hedysarum dmitrievae Bajtenov,Hedysarum dmitrievae Bajtenov,Accepted,Hedysarum dmitrievae,Bajtenov,Fabaceae,Hedysarum,Species,497662-1,exact_full
Hedysarum drobovii Korotkova,Hedysarum drobovii Korotkova,Accepted,Hedysarum drobovii,Korotkova,Fabaceae,Hedysarum,Species,497664-1,exact_full
Hedysarum ferganense Korsh.,Hedysarum ferganense Korsh.,Accepted,Hedysarum ferganense,Korsh.,Fabaceae,Hedysarum,Species,497697-1,exact_full
Hedysarum flavescens Regel & Schmalh.,Hedysarum flavescens Regel & Schmalh.,Accepted,Hedysarum flavescens,Regel & Schmalh.,Fabaceae,Hedysarum,Species,497700-1,name_multi_author_ok
Hedysarum gypsaceum Korotkova,Hedysarum gypsaceum Korotkova,Accepted,Hedysarum gypsaceum,Korotkova,Fabaceae,Hedysarum,Species,497748-1,exact_full
Hedysarum iomuticum B. Fedtsch.,Hedysarum iomuticum B.Fedtsch.,Accepted,Hedysarum iomuticum,B.Fedtsch.,Fabaceae,Hedysarum,Species,497798-1,exact_full
Hedysarum jaxarticum Popov.,Hedysarum jaxarticum Popov,Accepted,Hedysarum jaxarticum,Popov,Fabaceae,Hedysarum,Species,497802-1,exact_name_unique
Hedysarum kudrjaschevii Korotkova,Hedysarum kudrjaschevii Korotkova,Accepted,Hedysarum kudrjaschevii,Korotkova,Fabaceae,Hedysarum,Species,497817-1,exact_full
Hedysarum lehmannianum Bunge,Hedysarum lehmannianum Bunge,Accepted,Hedysarum lehmannianum,Bunge,Fabaceae,Hedysarum,Species,497846-1,exact_full
Hedysarum macrocarpum Korotkova ex Kovalevsk.,Hedysarum macrocarpum Korotkova ex Kovalevsk.,Accepted,Hedysarum macrocarpum,Korotkova ex Kovalevsk.,Fabaceae,Hedysarum,Species,897913-1,exact_full
Hedysarum magnificum Kudrjasch.,Hedysarum magnificum Kudr.,Accepted,Hedysarum magnificum,Kudr.,Fabaceae,Hedysarum,Species,977199-1,exact_name_unique
Hedysarum mindshilkense Bajtenov,Hedysarum mindshilkense Bajtenov,Accepted,Hedysarum mindshilkense,Bajtenov,Fabaceae,Hedysarum,Species,497896-1,exact_full
Hedysarum mogianicum (B. Fedtsch.) B. Fedtsch.,Hedysarum mogianicum (B.Fedtsch.) B.Fedtsch.,Accepted,Hedysarum mogianicum,(B.Fedtsch.) B.Fedtsch.,Fabaceae,Hedysarum,Species,497900-1,exact_full
Hedysarum montanum B. Fedtsch.,Hedysarum montanum (B.Fedtsch.) B.Fedtsch.,Illegitimate,Hedysarum issykkulense,Nikitina,Fabaceae,Hedysarum,Species,497799-1,manual_alias
Hedysarum nuratense Popov,Hedysarum nuratense Popov,Accepted,Hedysarum nuratense,Popov,Fabaceae,Hedysarum,Species,497929-1,exact_full
Hedysarum olgae B. Fedtsch.,Hedysarum olgae B.Fedtsch.,Accepted,Hedysarum olgae,B.Fedtsch.,Fabaceae,Hedysarum,Species,497938-1,name_multi_author_ok
Hedysarum plumosum Boiss. & Hausskn.,Hedysarum plumosum Boiss. & Hausskn.,Accepted,Hedysarum plumosum,Boiss. & Hausskn.,Fabaceae,Hedysarum,Species,497990-1,exact_full
Hedysarum poncinsii Franch.,Hedysarum poncinsii Franch.,Accepted,Hedysarum poncinsii,Franch.,Fabaceae,Hedysarum,Species,497997-1,exact_full
Hedysarum popovii Korotkova,Hedysarum popovii Korotkova,Accepted,Hedysarum popovii,Korotkova,Fabaceae,Hedysarum,Species,497998-1,exact_full
Hedysarum pskemense Popov ex B. Fedtsch.,Hedysarum pskemense Popov ex B.Fedtsch.,Accepted,Hedysarum pskemense,Popov ex B.Fedtsch.,Fabaceae,Hedysarum,Species,498016-1,exact_full
Hedysarum santalaschi B. Fedtsch.,Hedysarum santalaschi B.Fedtsch.,Accepted,Hedysarum santalaschi,B.Fedtsch.,Fabaceae,Hedysarum,Species,498079-1,exact_full
Hedysarum sunhangii Juram. & Tojibaev,Hedysarum sunhangii Juram. & Tojibaev,Accepted,Hedysarum sunhangii,Juram. & Tojibaev,Fabaceae,Hedysarum,Species,77221523-1,exact_full
Hedysarum taschkendicum Popov,Hedysarum taschkendicum Popov,Accepted,Hedysarum taschkendicum,Popov,Fabaceae,Hedysarum,Species,498151-1,exact_full
Hedysarum turkestanicum Regel & Schmalh.,Hedysarum turkestanicum Regel & Schmalh.,Accepted,Hedysarum turkestanicum,Regel & Schmalh.,Fabaceae,Hedysarum,Species,498184-1,exact_full
Helianthemum soongaricum Schrenk,Helianthemum songaricum Schrenk ex Fisch. & C.A.Mey.,Accepted,Helianthemum songaricum,Schrenk ex Fisch. & C.A.Mey.,Cistaceae,Helianthemum,Species,169173-1,canon_exact
Helichrysum arenarium (L.) Moench,Helichrysum arenarium (L.) Moench,Accepted,Helichrysum arenarium,(L.) Moench,Asteraceae,Helichrysum,Species,212418-1,exact_full
Helichrysum maracandicum Popov ex Kirp.,Helichrysum maracandicum Popov ex Kirp.,Accepted,Helichrysum maracandicum,Popov ex Kirp.,Asteraceae,Helichrysum,Species,213015-1,exact_full
Helichrysum mussae Nevski,Helichrysum mussae Nevski,Accepted,Helichrysum mussae,Nevski,Asteraceae,Helichrysum,Species,213074-1,exact_full
Helichrysum nuratavicum Krasch.,Helichrysum nuratavicum Krasch.,Accepted,Helichrysum nuratavicum,Krasch.,Asteraceae,Helichrysum,Species,213102-1,exact_full
Helichrysum tianschanicum Regel,Helichrysum thianschanicum Regel,Accepted,Helichrysum thianschanicum,Regel,Asteraceae,Helichrysum,Species,213428-1,canon_exact
Helictotrichon asiaticum (Roshev.) Grossh.,Helictotrichon asiaticum (Roshev.) Grossh.,Synonym,Helictochloa hookeri,(Scribn.) Romero Zarco,Poaceae,Helictochloa,Species,77113490-1,exact_full
Helictotrichon desertorum (Less.) Nevski,Helictotrichon desertorum (Less.) Pilg.,Accepted,Helictotrichon desertorum,(Less.) Pilg.,Poaceae,Helictotrichon,Species,404571-1,exact_name_unique
Helictotrichon fedtschenkoi (Hack.) Henrard,Helictotrichon fedtschenkoi (Hack.) Henrard,Accepted,Helictotrichon fedtschenkoi,(Hack.) Henrard,Poaceae,Helictotrichon,Species,404574-1,exact_full
Helictotrichon mongolicum (Roshev.) Henrard,Helictotrichon mongolicum (Roshev.) Henrard,Accepted,Helictotrichon mongolicum,(Roshev.) Henrard,Poaceae,Helictotrichon,Species,404601-1,exact_full
Helictotrichon schellianum (Hack.) Kitag.,Helictotrichon schellianum (Hack.) Kitag.,Synonym,Helictochloa hookeri,(Scribn.) Romero Zarco,Poaceae,Helictochloa,Species,77113490-1,exact_full
Heliotropium acutiflorum Kar. & Kir.,Heliotropium acutiflorum Kar. & Kir.,Accepted,Heliotropium acutiflorum,Kar. & Kir.,Boraginaceae,Heliotropium,Species,116640-1,exact_full
Heliotropium argusioides Kar. & Kir.,Heliotropium arguzioides Kar. & Kir.,Accepted,Heliotropium arguzioides,Kar. & Kir.,Boraginaceae,Heliotropium,Species,116675-1,canon_exact
Heliotropium biannulatiforme Popov,Heliotropium biannulatiforme Popov,Accepted,Heliotropium biannulatiforme,Popov,Boraginaceae,Heliotropium,Species,116695-1,exact_full
Heliotropium bogdanii Czukav.,Heliotropium bogdanii Czukav.,Accepted,Heliotropium bogdanii,Czukav.,Boraginaceae,Heliotropium,Species,116699-1,exact_full
Heliotropium bucharicum B. Fedtsch.,Heliotropium bucharicum B.Fedtsch.,Accepted,Heliotropium bucharicum,B.Fedtsch.,Boraginaceae,Heliotropium,Species,116718-1,exact_full
Heliotropium dasycarpum Ledeb.,Heliotropium dasycarpum Ledeb.,Accepted,Heliotropium dasycarpum,Ledeb.,Boraginaceae,Heliotropium,Species,116786-1,exact_full
Heliotropium ellipticum Ledeb.,Heliotropium ellipticum Ledeb.,Accepted,Heliotropium ellipticum,Ledeb.,Boraginaceae,Heliotropium,Species,116816-1,name_multi_author_ok
Heliotropium fedtschenkoanum Popov,Heliotropium fedtschenkoanum Popov,Accepted,Heliotropium fedtschenkoanum,Popov,Boraginaceae,Heliotropium,Species,116839-1,exact_full
Heliotropium lasiocarpum Fisch. & C.A. Mey.,Heliotropium lasiocarpum Fisch. & C.A.Mey.,Accepted,Heliotropium lasiocarpum,Fisch. & C.A.Mey.,Boraginaceae,Heliotropium,Species,116975-1,exact_full
Heliotropium olgae Bunge,Heliotropium olgae Bunge,Accepted,Heliotropium olgae,Bunge,Boraginaceae,Heliotropium,Species,117090-1,exact_full
Heliotropium transoxanum Bunge,Heliotropium transoxanum Bunge,Synonym,Heliotropium dasycarpum subsp. transoxanum,(Bunge) Akhani & Förther,Boraginaceae,Heliotropium,Subspecies,980338-1,exact_full
Henrardia persica (Boiss.) C.E. Hubb.,Henrardia persica (Boiss.) C.E.Hubb.,Accepted,Henrardia persica,(Boiss.) C.E.Hubb.,Poaceae,Henrardia,Species,404732-1,exact_full
Henrardia pubescens (Bertol.) C.E. Hubb.,Henrardia pubescens (Bertol.) C.E.Hubb.,Accepted,Henrardia pubescens,(Bertol.) C.E.Hubb.,Poaceae,Henrardia,Species,404733-1,exact_full
Heracleum lehmannianum Bunge,Heracleum lehmannianum Bunge,Accepted,Heracleum lehmannianum,Bunge,Apiaceae,Heracleum,Species,843073-1,exact_full
Herniaria caucasica Rupr.,Herniaria caucasica Rupr.,Accepted,Herniaria caucasica,Rupr.,Caryophyllaceae,Herniaria,Species,434780-1,exact_full
Herniaria glabra L.,Herniaria glabra L.,Accepted,Herniaria glabra,L.,Caryophyllaceae,Herniaria,Species,434799-1,exact_full
Herniaria hirsuta L.,Herniaria hirsuta L.,Accepted,Herniaria hirsuta,L.,Caryophyllaceae,Herniaria,Species,434804-1,name_multi_author_ok
Hesperis sibirica L.,Hesperis sibirica L.,Accepted,Hesperis sibirica,L.,Brassicaceae,Hesperis,Species,324658-2,name_multi_author_ok
